fd,DE,Alter Dorfkrug
fd,DE,A la Fleur
fd,DE,Emmeringer An den Amperauen
fd,DE,Swagatam
bk,DE,Bäckerei Drexler
bk,DE,Max Wimmer
fd,DE,Eis Cafe Fiocco Di Neve
fd,DE,Da Roberto
bk,DE,Badische Backstub'
fd,DE,Lohrberg-Schänke
md,DE,Apotheke am Wall
en,DE,Kulturzentrum Englische Kirche
md,DE,Helle Apotheke
en,DE,Abaton-Kino
fd,DE,Gasthof Pösl
fd,DE,Gabelpunkt
bk,DE,Wensing
fd,DE,Im Krug zum grünen Kranze
fd,DE,Wirtshaus „Auf der Lände“
fd,DE,Pizzeria da Salvatore Cham
fd,DE,Gasthaus zur Kanne
fd,DE,High Noon Bar
fd,DE,Staig 2
md,DE,Curie Apotheke
fd,DE,Piya Kebap Haus
fd,DE,Osteria da Bruno - Krone
sm,DE,Edeka Münstermann
fd,DE,Restaurant das Alte Haus
md,DE,Reichenberger Apotheke
md,DE,Castello-Apotheke
md,DE,Rosen Apotheke
fd,DE,Landgasthof Altwirt
bk,DE,Bäckerei Lang
cl,DE,Busenfreundin
fd,DE,Onkel Emma
fd,DE,Baßgeige
fd,DE,Jägerhof
fd,DE,Landgasthof Zur Wildbahn
fd,DE,Mediterrano
fd,DE,Café Haertle
fd,DE,Lord Helmchen
md,DE,Melanchthon Apotheke
fd,DE,Altes Höntroper Brauhaus
md,DE,Kleeblatt-Apotheke
fd,DE,Allouett
en,DE,Schönstatt-Zentrum
md,DE,Zahnarzt Alexander Kovac
fd,DE,Heimathafen
fd,DE,Herkules Terrassen
sm,DE,famila
fd,DE,Haus der 100 Biere
fd,DE,Ach!NikO!Ach!
fd,DE,Ristorante Salve
bk,DE,Köhlers Landbäckerei
md,DE,Adler Apotheke
fd,DE,Cuervo Cantina y Bar
fd,DE,Borngass Stübchen
fd,DE,Buns&Pattys
en,DE,Cinema & Kurbelkiste
sm,DE,Edeka Matković
fd,DE,Waldfriede
md,DE,Meldau Apotheke
fd,DE,Anno Tobak
en,DE,Friedrichstadt-Palast
en,DE,Quatsch Comedy Club
en,DE,Kabarett-Theater Distel
en,DE,Admiralspalast
fd,DE,Starbucks
en,DE,Kino Ottobrunn
en,DE,Filmstudio
fd,DE,Bottoms Up
fd,DE,Raskolnikoff
fd,DE,Byblos
bk,DE,Busch
fd,DE,LA VITA
fd,DE,Im Eimer
md,DE,Zur alten Schmiede
fd,DE,deFries express
md,DE,Margareten-Apotheke
fd,DE,Restaurant Süden
bk,DE,Bäckerei Grabisch
md,DE,Ahorn-Apotheke
fd,DE,Alter Brauhof
fd,DE,Soki Food
bk,DE,Hatz am Markt
fd,DE,Napoleon
fd,DE,Marktlücke
md,DE,Leipziger Apotheke
fd,DE,Brammibal's Donuts
md,DE,West-Apotheke
sm,DE,Edeka Coban
fd,DE,Venezia
fd,DE,Ratskeller Waldheim
fd,DE,Oasis
bk,DE,Diedrich
bk,DE,Groschupf
fd,DE,El Gaucho
fd,DE,Cafe Moorkamps Mühle
sm,DE,Museumsladen Tante Dora Stuv
en,DE,Cineplex Friedrichshafen
fd,DE,Pfandl Wirt
fd,DE,Vita Bella
fd,DE,Meltemi
fd,DE,Villa Meraviglia
fd,DE,Herz & Seele
fd,DE,Gaststätte Giechburg
fd,DE,Gaststätte Pfaffenberg
fd,DE,Landgasthof Lambach
fd,DE,KÅDU
fd,DE,Gasthaus Reif
fd,DE,Du Saumon
fd,DE,Pizzeria Speiselokal Heek
fd,DE,Deutsches Weintor
md,DE,Raths Apotheke
md,DE,apo-rot Esmarch-Apotheke
en,DE,Studio Filmtheater
en,DE,CinemaxX Kiel
fd,DE,Jägerhaus
fd,DE,Gasthof Bruckmühle
bk,DE,Bäckerei Chris Holub
bk,DE,Bäckerei Detlef Heinze
en,DE,Waldhaus
fd,DE,La Signora
bk,DE,Karl Martin
fd,DE,Augustestube
sm,DE,Hieber
fd,DE,"A la Charrue ""Chez Gilbert"""
bk,DE,Boulangerie - Patisserie La Tour
md,DE,Enten Apotheke
md,DE,Post Apotheke
fd,DE,Wambachgrill
fd,DE,China Garten
fd,DE,Bella Mia
fd,DE,Japi's Bistro
fd,DE,Flachse 2.0
fd,DE,Das kleine Steakhouse
fd,DE,Restaurant im FSC-Clubhaus
cl,DE,Takko Fashion
fd,DE,Espresso House
bk,DE,Bäckerei & Konditorei Schmidt
fd,DE,Pizzahaus Milano
fd,DE,Heeker Grillstube
bk,DE,Bäckerei van Wüllen
bk,DE,Backstern
md,DE,Kurbrunnen Apotheke
md,DE,Preußen-Apotheke
md,DE,Bundes-Apotheke
md,DE,Mühlenberg-Apotheke
fd,DE,Turnhallenrestaurant
bk,DE,Feinbäckerei Krebs
md,DE,Carola Apotheke
fd,DE,Tatti
md,DE,Hof-Apotheke Stuttgart
fd,DE,Simran
fd,DE,Nikopolis
fd,DE,Märchenhaus
fd,DE,Gutsschänke Neuhof
fd,DE,Bayram Döner
md,DE,Axels Apotheke
cl,DE,Vintage Revivals
en,DE,Royal Filmpalast
fd,DE,Pfaffenstieg
fd,DE,Dalmacija
fd,DE,ZobelKlix
fd,DE,Schlemmerküche
fd,DE,McDonald´s Dillingen/Saar
en,DE,Cinecity
md,DE,Neue Apotheke
fd,DE,Kapan Imbiss
fd,DE,China Schloss
